exercise_id,Exercise_Name,Sex,Age,BodyweightKg,eq_clean,level_idx,goal_clean,Base_Lift,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,predicted_weight,target_reps
2496,Single-Leg Squats,M,40.0,73.66,Bodyweight,1,Powerlifting,Best3SquatKg,195.0,112.5,200.0,0.0,3
2251,Seated Alternating Lateral,M,40.0,118.66,Dumbbell,3,Bodybuilding,Best3DeadliftKg,200.0,120.0,235.0,30.0,10
368,Bicep Curl Incline (Dumbell),M,49.0,140.98,Dumbbell,0,Muscle & Sculpting,Best3DeadliftKg,175.0,190.0,200.0,18.0,15
2700,Straight Leg Bounds 20 Yards,M,46.0,94.26,Bodyweight,2,Fitness,Cardio_Core,182.5,115.0,190.0,0.0,12
2274,Seated Dumbbell Lateral Raise,M,57.0,88.54,Dumbbell,2,Powerlifting,Best3DeadliftKg,127.5,87.5,190.0,30.0,3
596,Chest Supported Row Of Choice,M,60.0,124.3,Dumbbell,1,Bodybuilding,Best3DeadliftKg,235.0,170.0,255.0,120.0,10
166,Archer Push Up,M,31.0,89.81,Bodyweight,0,Powerlifting,Best3BenchKg,185.0,160.0,272.5,-46.4,3
2443,Single Leg Box Jump (land 2),M,24.0,78.83,Bodyweight,2,Fitness,Cardio_Core,210.0,140.0,232.5,0.0,12
2576,Snatch (Barbell),M,20.0,121.0,Barbell,2,Bodybuilding,Best3DeadliftKg,172.5,132.5,245.0,145.8,10
2407,Single Arm KB Snatch,M,40.0,73.66,Barbell,2,Powerbuilding,Best3DeadliftKg,195.0,112.5,200.0,133.9,8
279,Barbell Shoulder Press,M,32.0,81.1,Barbell,2,Powerlifting,Best3BenchKg,205.0,160.0,227.5,127.2,3
2294,Seated Leg Curl (Cable),M,28.0,89.36,Machine,2,Powerlifting,Best3DeadliftKg,272.5,202.5,262.5,70.6,3
345,Bent Leg Raise,M,31.0,89.81,Bodyweight,2,Bodybuilding,Best3BenchKg,185.0,160.0,272.5,22.4,10
277,Barbell Row,M,31.0,85.5,Barbell,2,Bodybuilding,Best3DeadliftKg,127.5,92.5,157.5,93.7,10
2944,Weighted Hanging Oblique Knee Raise,M,32.0,92.85,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,250.0,175.0,272.5,17.3,15
2966,Wide Grip Lat Pulldown,M,39.0,107.77,Machine,2,Bodybuilding,Best3DeadliftKg,220.0,165.0,260.0,52.3,10
2563,Smith Machine Reverse Lunge,M,27.0,108.4,Machine,0,Athletics,Best3SquatKg,202.5,147.5,232.5,122.7,12
2462,Single Leg Hurdle Jump,M,38.0,94.62,Bodyweight,2,Powerbuilding,Cardio_Core,200.0,142.5,195.0,0.0,8
653,Converging Machine Press (Anterior Delt),M,46.0,94.26,Machine,0,Powerlifting,Cardio_Core,182.5,115.0,190.0,5.0,3
1583,Lying Crucifix Lateral Raise,M,14.0,63.41,Dumbbell,2,Bodyweight Fitness,Best3DeadliftKg,142.5,105.0,157.5,18.0,10
1228,Inch Worm + Push Up,M,17.0,98.34,Bodyweight,2,Fitness,Best3BenchKg,157.5,97.5,200.0,-74.2,12
1487,Lean In Lateral Raise (Dumbbell),F,44.0,70.4,Dumbbell,3,Muscle & Sculpting,Best3DeadliftKg,50.0,32.5,75.0,6.0,17
3054,standing overhead press,F,24.0,104.6,Barbell,0,Muscle & Sculpting,Best3BenchKg,187.5,105.0,207.5,24.3,17
2125,Reverse Wrist Curls,F,39.0,65.9,Dumbbell,3,Muscle & Sculpting,Best3DeadliftKg,147.5,87.5,162.5,12.0,17
2140,Ring Lat Pull,F,15.0,105.6,Bodyweight,0,Powerbuilding,Best3DeadliftKg,120.0,62.5,112.5,-74.7,10
2637,Standing Behind Neck Shoulder Press (Barbell),M,20.0,70.85,Barbell,2,Bodybuilding,Best3BenchKg,185.0,110.0,195.0,65.5,10
2830,Tricep Kickbacks,M,20.0,89.0,Dumbbell,2,Powerlifting,Best3BenchKg,185.0,105.0,215.0,18.0,3
1020,Garhammer Raise,M,51.0,95.34,Bodyweight,0,Bodybuilding,Best3BenchKg,157.5,125.0,172.5,0.0,10
2263,Seated Calf Raise,M,65.0,59.6,Machine,2,Bodybuilding,Best3SquatKg,80.0,55.0,117.5,14.1,10
2185,Rotating Bicep Curl,M,35.0,93.1,Dumbbell,1,Bodybuilding,Best3DeadliftKg,215.0,132.5,197.5,26.0,10
633,Close Grip Incline Bench Press (Smith Machine),M,26.0,121.02,Machine,0,Powerbuilding,Best3DeadliftKg,232.5,185.0,282.5,255.8,8
2479,Single Leg Seated Hamstring Curl,M,34.0,178.72,Machine,0,Bodybuilding,Best3DeadliftKg,290.0,187.5,330.0,66.4,10
2822,Tricep Extension (Cable),M,27.0,88.9,Machine,2,Bodybuilding,Best3BenchKg,220.0,137.5,245.0,27.7,10
2200,Run,M,35.0,93.1,Bodyweight,2,Muscle & Sculpting,Cardio_Core,215.0,132.5,197.5,0.0,15
2286,Seated Hamstring Curl,M,15.0,91.35,Machine,2,Bodybuilding,Best3DeadliftKg,182.5,107.5,200.0,40.2,10
2965,Wide Grip Incline Benchpress,M,16.0,89.36,Barbell,0,Powerbuilding,Best3BenchKg,95.0,52.5,147.5,43.4,8
1769,Overhead Extension (EZ Bar),M,16.0,97.34,Barbell,2,Muscle & Sculpting,Best3BenchKg,115.0,85.0,162.5,8.9,15
2140,Ring Lat Pull,M,16.0,106.14,Bodyweight,0,Powerbuilding,Best3DeadliftKg,192.5,135.0,200.0,-58.7,8
721,Deadlift (Block),M,10.0,86.0,Barbell,2,Powerbuilding,Best3DeadliftKg,62.5,37.5,82.5,68.2,8
2875,Unilateral Preacher Curl Machine,F,43.0,66.7,Machine,0,Athletics,Best3DeadliftKg,162.5,105.0,165.0,20.9,14
20,(CHEST) Decline Barbell Bench Press,F,24.0,112.5,Barbell,2,Muscle & Sculpting,Best3BenchKg,102.5,80.0,140.0,22.9,17
1184,Hip Adductor Dropset,F,43.0,66.7,Machine,0,Powerlifting,Best3SquatKg,162.5,105.0,165.0,36.6,5
482,Cable Overhead Extension,M,44.0,81.2,Machine,0,Powerbuilding,Best3BenchKg,195.0,120.0,227.5,26.6,8
1152,High Bar Squat (Smith Machine),M,33.0,72.2,Machine,2,Bodybuilding,Best3SquatKg,170.0,130.0,200.0,136.8,10
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),M,44.0,81.2,Machine,1,Bodybuilding,Best3DeadliftKg,195.0,120.0,227.5,44.9,10
797,Double Quadruped Transverse Hip Abduction,M,39.0,82.4,Bodyweight,0,Bodybuilding,Best3SquatKg,230.0,190.0,235.0,0.0,10
2263,Seated Calf Raise,M,24.0,102.51,Machine,2,Bodybuilding,Best3SquatKg,215.0,155.0,282.5,43.3,10
2508,Sit Ups (Weighted),M,15.0,74.7,Bodyweight,2,Powerlifting,Cardio_Core,170.0,97.5,187.5,0.0,3
104,AB Rollout,M,16.0,79.65,Bodyweight,0,Bodybuilding,Cardio_Core,162.5,110.0,175.0,0.0,10
1665,Medicine Ball Russian Twist,M,16.0,87.9,Bodyweight,0,Athletics,Cardio_Core,182.5,102.5,187.5,0.0,12
2619,Squat Pin Presses,F,20.0,65.6,Barbell,0,Powerbuilding,Best3SquatKg,132.5,55.0,132.5,93.1,10
955,Flutter Kicks,F,23.0,67.4,Bodyweight,0,Powerlifting,Cardio_Core,120.0,50.0,120.0,0.0,5
1549,Low Incline Flye (Dumbbell),F,21.0,82.0,Dumbbell,2,Bodybuilding,Best3BenchKg,125.0,52.5,132.5,4.0,12
990,Front Foot Elevated Lunge,F,23.0,88.5,Bodyweight,2,Bodybuilding,Best3SquatKg,162.5,77.5,177.5,77.3,12
2353,Shoulder Press (Smith Machine),F,40.0,72.6,Machine,2,Athletics,Best3DeadliftKg,102.5,72.5,87.5,45.1,14
2508,Sit Ups (Weighted),F,47.0,86.0,Bodyweight,2,Powerlifting,Cardio_Core,110.0,55.0,120.0,0.0,5
1782,Overhead Press (Smith Machine),F,43.0,102.1,Machine,0,Muscle & Sculpting,Best3DeadliftKg,102.5,70.0,175.0,83.4,17
1779,Overhead Press (Dumbbell),F,44.0,71.8,Dumbbell,2,Bodybuilding,Best3BenchKg,145.0,87.5,175.0,24.0,12
1096,Hammer Squat Lunge Machine (RDL),F,53.0,67.1,Machine,0,Powerlifting,Best3SquatKg,92.5,45.0,105.0,79.0,5
523,Calf Press (Leg Press Machine),F,62.0,50.2,Machine,2,Powerlifting,Best3SquatKg,61.5,47.5,101.5,50.0,5
1170,High Step Up,F,21.0,82.0,Bodyweight,2,Athletics,Best3SquatKg,125.0,52.5,132.5,11.2,14
2263,Seated Calf Raise,F,33.0,140.0,Machine,2,Bodybuilding,Best3SquatKg,122.5,82.5,127.5,21.0,12
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),F,21.0,82.0,Machine,1,Bodybuilding,Best3DeadliftKg,125.0,52.5,132.5,22.7,12
2823,Tricep Extension (Dumbbell),F,24.0,83.2,Machine,2,Bodybuilding,Best3BenchKg,105.0,50.0,112.5,5.5,12
251,Banded Knee Extensions,F,26.0,99.1,Bodyweight,0,Powerlifting,Cardio_Core,155.0,57.5,152.5,0.0,5
1864,Plank Rows,F,44.0,71.8,Bodyweight,0,Powerbuilding,Cardio_Core,145.0,87.5,175.0,0.0,8
2175,Romanian Deadlifts,F,17.0,58.8,Barbell,0,Powerlifting,Best3DeadliftKg,65.0,25.0,77.5,64.7,5
834,Dumbbell Shoulder Press,F,16.0,65.0,Dumbbell,2,Athletics,Best3BenchKg,100.0,57.5,105.0,12.0,14
2185,Rotating Bicep Curl,F,44.0,71.5,Dumbbell,1,Bodybuilding,Best3DeadliftKg,60.0,32.5,92.5,10.0,12
2001,RP Hammer Strength Lateral Raise - Single Arm,F,41.0,92.6,Dumbbell,2,Bodybuilding,Best3DeadliftKg,70.0,32.5,82.5,10.0,12
1665,Medicine Ball Russian Twist,F,24.0,73.3,Bodyweight,0,Athletics,Cardio_Core,85.0,40.0,95.0,0.0,14
764,Deficit Handstand Push Up,F,15.0,108.2,Bodyweight,2,Bodybuilding,Best3BenchKg,147.5,70.0,132.5,-86.6,12
149,Alternating Dumbbell Curl,F,19.0,51.0,Dumbbell,2,Bodybuilding,Best3DeadliftKg,75.0,37.5,107.5,12.0,12
2944,Weighted Hanging Oblique Knee Raise,F,35.0,98.1,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,132.5,67.5,165.0,3.7,17
1619,Machine Calf Raise,F,35.0,98.1,Machine,1,Athletics,Best3SquatKg,132.5,67.5,165.0,17.1,14
2256,Seated Biceps Curl,M,21.0,79.8,Dumbbell,0,Bodybuilding,Best3DeadliftKg,175.0,137.5,227.5,30.0,10
2811,Trap Bar Shrug,M,23.0,88.6,Barbell,0,Powerlifting,Best3DeadliftKg,242.5,152.5,277.5,55.1,3
2635,Stairs,M,25.0,69.6,Bodyweight,0,Muscle & Sculpting,Cardio_Core,162.5,102.5,182.5,0.0,15
2140,Ring Lat Pull,M,25.0,71.4,Bodyweight,0,Powerbuilding,Best3DeadliftKg,120.0,67.5,170.0,-33.9,8
277,Barbell Row,M,32.0,89.3,Barbell,2,Bodybuilding,Best3DeadliftKg,205.0,155.0,250.0,148.8,10
2383,Side Plank,M,25.0,69.6,Bodyweight,2,Bodybuilding,Cardio_Core,162.5,102.5,182.5,0.0,10
1683,Monster Walks (hip Circle),M,25.0,71.4,Bodyweight,0,Bodyweight Fitness,Cardio_Core,120.0,67.5,170.0,0.0,10
1536,Long Pause Bench Press,M,21.0,79.8,Barbell,2,Athletics,Best3BenchKg,175.0,137.5,227.5,76.1,12
524,Calf Press On Hack Squat,M,23.0,88.6,Machine,0,Athletics,Best3SquatKg,242.5,152.5,277.5,147.0,12
40,(SHOULDERS) Seated Iso Shoulder Press,M,24.0,98.1,Machine,2,Muscle & Sculpting,Best3BenchKg,227.5,152.5,260.0,86.8,15
884,Elevated Heel Squat Holds,M,26.0,118.8,Bodyweight,0,Powerlifting,Best3SquatKg,260.0,192.5,282.5,0.0,3
1486,Lateral walks  (banded),M,28.0,134.8,Bodyweight,2,Fitness,Cardio_Core,272.5,172.5,282.5,0.0,12
594,Chest Supported Row (Swiss Bar),M,35.0,73.3,Barbell,0,Powerlifting,Best3DeadliftKg,142.5,92.5,182.5,145.0,3
2479,Single Leg Seated Hamstring Curl,M,35.0,182.9,Machine,0,Bodybuilding,Best3DeadliftKg,292.5,197.5,305.0,61.4,10
2567,Smith Machine Shrugs,M,16.0,89.3,Machine,2,Powerbuilding,Best3DeadliftKg,115.0,57.5,150.0,34.0,8
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),M,16.0,98.1,Machine,1,Bodybuilding,Best3DeadliftKg,127.5,80.0,182.5,36.7,10
166,Archer Push Up,M,16.0,107.1,Bodyweight,0,Powerlifting,Best3BenchKg,205.0,137.5,205.0,-65.3,3
2703,Straight Leg Deadlift,M,16.0,102.3,Barbell,2,Powerlifting,Best3DeadliftKg,200.0,125.0,207.5,203.7,3
1311,Inverted Row,M,11.0,91.9,Bodyweight,2,Bodybuilding,Best3DeadliftKg,70.0,37.5,90.0,50.4,10
1583,Lying Crucifix Lateral Raise,M,12.0,49.3,Dumbbell,2,Bodyweight Fitness,Best3DeadliftKg,80.0,32.5,102.5,12.0,10
1075,Half Kneeling Landmine Press,M,12.0,114.0,Barbell,1,Athletics,Best3BenchKg,92.5,47.5,115.0,21.3,12
2703,Straight Leg Deadlift,F,45.0,99.38,Barbell,2,Powerlifting,Best3DeadliftKg,150.0,92.5,150.0,122.0,5
2079,Reverse Fly (Machine),F,45.0,99.38,Machine,0,Muscle & Sculpting,Best3DeadliftKg,150.0,92.5,150.0,17.7,17
2658,Standing Reverse Fly,F,41.0,74.75,Dumbbell,0,Bodybuilding,Best3BenchKg,122.5,72.5,157.5,6.0,12
1536,Long Pause Bench Press,M,18.0,69.58,Barbell,2,Athletics,Best3BenchKg,105.0,95.0,137.5,52.6,12
735,Decline Cable Fly,M,19.0,87.04,Machine,2,Powerbuilding,Best3BenchKg,227.5,137.5,257.5,31.1,8
2169,Romanian Deadlift (Barbell),M,17.0,60.19,Barbell,2,Bodybuilding,Best3DeadliftKg,120.0,67.5,127.5,93.7,10
2204,Russian Twist (Dumbbell),M,16.0,72.21,Dumbbell,2,Bodybuilding,Cardio_Core,135.0,80.0,162.5,2.0,10
794,Dorsiflexion With Band,M,30.0,66.09,Bodyweight,0,Powerlifting,Cardio_Core,167.5,145.0,197.5,0.0,3
1936,Pronated Finger Curls,M,28.0,86.23,Barbell,1,Athletics,Best3DeadliftKg,227.5,137.5,250.0,28.0,12
2944,Weighted Hanging Oblique Knee Raise,M,29.0,88.86,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,217.5,137.5,235.0,13.6,15
2082,Reverse Forearm Curls,M,22.0,74.93,Barbell,2,Bodybuilding,Best3DeadliftKg,180.0,162.5,227.5,33.8,10
1592,Lying Leg Raise,M,22.0,70.62,Bodyweight,2,Bodybuilding,Best3BenchKg,150.0,122.5,235.0,17.1,10
1936,Pronated Finger Curls,M,18.0,69.58,Barbell,1,Athletics,Best3DeadliftKg,105.0,95.0,137.5,15.4,12
948,Floating Deadlift,M,22.0,78.97,Barbell,3,Powerlifting,Best3DeadliftKg,202.5,117.5,240.0,235.6,3
215,Band Lateral Walk,M,19.0,87.04,Bodyweight,0,Athletics,Cardio_Core,227.5,137.5,257.5,0.0,12
2153,Ring Sissy Squat,M,65.0,71.94,Bodyweight,2,Muscle & Sculpting,Best3SquatKg,177.5,100.0,185.0,61.5,15
2750,T-Bar Row (Chest Supported),M,42.0,89.18,Machine,2,Athletics,Best3DeadliftKg,242.5,177.5,250.0,150.0,12
1844,Pin Press Squat,M,19.0,98.61,Barbell,2,Bodybuilding,Best3SquatKg,210.0,137.5,230.0,154.3,10
1892,Plyometric Push Ups,M,23.0,99.88,Bodyweight,0,Powerbuilding,Best3BenchKg,250.0,172.5,272.5,-57.7,8
2045,Resisted Alternating Knee To Chest,M,26.0,96.52,Bodyweight,0,Powerlifting,Best3BenchKg,227.5,157.5,282.5,0.0,3
594,Chest Supported Row (Swiss Bar),M,29.0,109.0,Barbell,0,Powerlifting,Best3DeadliftKg,235.0,152.5,277.5,220.5,3
2872,Unilateral Preacher Curl,M,22.0,98.66,Dumbbell,0,Muscle & Sculpting,Best3DeadliftKg,225.0,152.5,245.0,22.0,15
2238,Scap Pull Down,M,21.0,92.8,Machine,0,Muscle & Sculpting,Best3DeadliftKg,200.0,142.5,235.0,33.4,15
696,Curtsy Lunge (Dumbbell),M,20.0,108.14,Dumbbell,2,Bodybuilding,Best3SquatKg,217.5,150.0,285.0,114.0,10
2923,Wall Sit,M,21.0,114.85,Bodyweight,2,Bodybuilding,Cardio_Core,217.5,145.0,207.5,0.0,10
2893,V-Bar Lat Pulldowns,M,61.0,99.9,Machine,0,Bodybuilding,Best3DeadliftKg,180.0,182.5,235.0,42.3,10
2301,Seated Military Press (smith Machine),M,57.0,115.71,Machine,0,Bodyweight Fitness,Best3DeadliftKg,215.0,170.0,242.5,160.8,10
1592,Lying Leg Raise,M,45.0,123.38,Bodyweight,2,Bodybuilding,Best3BenchKg,185.0,147.5,272.5,20.1,10
2140,Ring Lat Pull,M,45.0,126.23,Bodyweight,0,Powerbuilding,Best3DeadliftKg,265.0,207.5,290.0,-62.8,8
2877,Unilateral Tricep Cable Pushdown(Rope),F,20.0,54.7,Machine,0,Athletics,Best3DeadliftKg,100.0,60.0,130.0,16.7,14
1583,Lying Crucifix Lateral Raise,F,23.0,80.29,Dumbbell,2,Bodyweight Fitness,Best3DeadliftKg,117.5,70.0,137.5,14.0,12
2861,Underhand Lat Pulldown,F,23.0,74.39,Machine,2,Bodybuilding,Best3DeadliftKg,107.5,65.0,127.5,21.8,12
1651,Med Ball Crunch,F,21.0,57.29,Bodyweight,2,Muscle & Sculpting,Cardio_Core,82.5,35.0,97.5,0.0,15
1102,Hamstring Curl (TRX),F,39.0,77.11,Machine,0,Powerbuilding,Best3DeadliftKg,120.0,72.5,115.0,22.1,10
1916,Preacher Curl (Dumbbell),F,25.0,59.87,Dumbbell,2,Bodybuilding,Best3DeadliftKg,145.0,77.5,155.0,18.0,12
1831,Peterson Step Ups,F,25.0,81.37,Bodyweight,0,Athletics,Best3SquatKg,160.0,82.5,175.0,0.0,14
990,Front Foot Elevated Lunge,F,60.0,49.4,Bodyweight,2,Bodybuilding,Best3SquatKg,50.0,40.25,88.75,21.4,12
2140,Ring Lat Pull,M,39.0,119.11,Bodyweight,0,Powerbuilding,Best3DeadliftKg,235.0,170.0,227.5,-65.4,8
1993,RDL / Same Movement,M,23.0,69.85,Barbell,2,Fitness,Best3DeadliftKg,152.5,125.0,175.0,17.9,12
2478,Single Leg Seated Calf Raise (Machine),M,18.0,158.12,Machine,3,Bodybuilding,Best3SquatKg,220.0,127.5,260.0,44.3,10
801,Drag Curl,M,26.0,121.29,Barbell,2,Bodybuilding,Best3DeadliftKg,312.5,185.0,300.0,44.6,10
1315,Iso Hold Band Curl,M,28.0,95.8,Bodyweight,0,Muscle & Sculpting,Cardio_Core,227.5,155.0,227.5,0.0,15
2531,Skullcrusher (EZ Bar),M,26.0,74.96,Barbell,2,Muscle & Sculpting,Best3BenchKg,147.5,85.0,185.0,8.9,15
2976,Wide Overhand Pulldown,M,27.0,89.81,Machine,0,Powerbuilding,Best3DeadliftKg,157.5,102.5,202.5,45.8,8
2084,Reverse Grip Bench Press,M,24.0,118.21,Barbell,1,Athletics,Best3BenchKg,280.0,170.0,262.5,94.1,12
104,AB Rollout,M,34.0,109.04,Bodyweight,0,Bodybuilding,Cardio_Core,242.5,175.0,272.5,0.0,10
2944,Weighted Hanging Oblique Knee Raise,M,39.0,119.11,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,235.0,170.0,227.5,16.8,15
2784,Tib Raises,M,26.0,103.87,Bodyweight,0,Powerlifting,Best3BenchKg,165.0,122.5,205.0,0.0,3
741,Decline Deficit Pike Push-Ups,M,24.0,98.88,Bodyweight,0,Muscle & Sculpting,Best3BenchKg,172.5,102.5,205.0,0.0,15
102,90° Hammer Curl,M,25.0,86.18,Dumbbell,2,Fitness,Best3DeadliftKg,160.0,107.5,177.5,16.0,12
2256,Seated Biceps Curl,M,34.0,109.04,Dumbbell,0,Bodybuilding,Best3DeadliftKg,242.5,175.0,272.5,36.0,10
114,ATG Split Squat,M,45.0,98.61,Bodyweight,2,Athletics,Best3SquatKg,200.0,170.0,215.0,82.2,12
434,Bulgarian Smith Squat,M,23.0,69.85,Machine,2,Bodybuilding,Best3SquatKg,152.5,125.0,175.0,122.8,10
2703,Straight Leg Deadlift,M,26.0,103.87,Barbell,2,Powerlifting,Best3DeadliftKg,165.0,122.5,205.0,201.3,3
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),M,25.0,86.18,Machine,1,Bodybuilding,Best3DeadliftKg,160.0,107.5,177.5,35.7,10
2638,Standing Cable Abductors,M,45.0,98.61,Machine,2,Muscle & Sculpting,Best3SquatKg,200.0,170.0,215.0,27.8,15
1061,Ground Starts 10 Yards,F,22.0,83.51,Bodyweight,2,Fitness,Cardio_Core,150.0,85.0,150.0,0.0,14
340,Bench Press Pause (Dumbbell),F,37.0,107.27,Dumbbell,2,Powerbuilding,Best3BenchKg,102.5,70.0,115.0,22.0,10
104,AB Rollout,M,23.0,77.02,Bodyweight,0,Bodybuilding,Cardio_Core,155.0,122.5,200.0,0.0,10
1430,Lat Pulldown (Band),M,29.0,80.47,Machine,3,Bodybuilding,Cardio_Core,155.0,110.0,170.0,5.0,10
2700,Straight Leg Bounds 20 Yards,M,23.0,73.26,Bodyweight,2,Fitness,Cardio_Core,192.5,105.0,205.0,0.0,12
936,"Flat Dumbbell Press (12,10,8,6,4)",M,21.0,81.65,Dumbbell,2,Fitness,Best3DeadliftKg,155.0,115.0,200.0,72.0,12
2976,Wide Overhand Pulldown,M,20.0,86.05,Machine,0,Powerbuilding,Best3DeadliftKg,165.0,122.5,190.0,43.0,8
320,Belt Squat,M,24.0,74.84,Machine,2,Bodybuilding,Best3SquatKg,145.0,80.0,192.5,116.7,10
482,Cable Overhead Extension,F,22.0,66.9,Machine,0,Powerbuilding,Best3BenchKg,130.0,77.5,132.5,9.7,10
2256,Seated Biceps Curl,F,45.0,53.52,Dumbbell,0,Bodybuilding,Best3DeadliftKg,105.0,70.0,120.0,14.0,12
1233,Incline Bench Lateral Raise,F,21.0,78.52,Dumbbell,0,Powerlifting,Best3DeadliftKg,117.5,55.0,132.5,20.0,5
797,Double Quadruped Transverse Hip Abduction,F,55.0,53.89,Bodyweight,0,Bodybuilding,Best3SquatKg,77.5,50.0,95.0,0.0,12
1853,Pistol Squat To Box,F,54.0,54.25,Bodyweight,0,Bodybuilding,Best3SquatKg,82.5,42.5,107.5,0.0,12
2238,Scap Pull Down,F,45.0,53.52,Machine,0,Muscle & Sculpting,Best3DeadliftKg,105.0,70.0,120.0,14.2,17
2637,Standing Behind Neck Shoulder Press (Barbell),F,43.0,66.45,Barbell,2,Bodybuilding,Best3BenchKg,80.0,47.5,92.5,15.3,12
104,AB Rollout,M,19.0,79.56,Bodyweight,0,Bodybuilding,Cardio_Core,190.0,115.0,207.5,0.0,10
1156,High Feet Leg Press,M,17.0,73.07,Machine,2,Athletics,Best3SquatKg,157.5,107.5,187.5,95.5,12
382,Bike,M,17.0,97.61,Bodyweight,0,Bodybuilding,Cardio_Core,160.0,110.0,205.0,0.0,10
481,Cable Overhead Curl,M,37.0,74.25,Machine,2,Powerbuilding,Best3DeadliftKg,200.0,130.0,230.0,52.1,8
2294,Seated Leg Curl (Cable),M,25.0,99.34,Machine,2,Powerlifting,Best3DeadliftKg,240.0,155.0,240.0,64.5,3
277,Barbell Row,M,26.0,69.31,Barbell,2,Bodybuilding,Best3DeadliftKg,182.5,122.5,227.5,135.4,10
1905,Power Shrug,M,30.0,81.96,Barbell,2,Bodybuilding,Best3DeadliftKg,220.0,157.5,272.5,40.5,10
586,Chest Supported Reverse Fly (Dumbbell),M,26.0,69.31,Dumbbell,2,Powerlifting,Best3BenchKg,182.5,122.5,227.5,22.0,3
594,Chest Supported Row (Swiss Bar),M,19.0,79.56,Barbell,0,Powerlifting,Best3DeadliftKg,190.0,115.0,207.5,164.9,3
2859,Type Writer Pull Up,M,21.0,103.33,Bodyweight,2,Bodybuilding,Best3DeadliftKg,220.0,142.5,227.5,-56.0,10
271,Barbell Hang Clean To Overhead Press,M,37.0,74.25,Barbell,0,Muscle & Sculpting,Best3DeadliftKg,200.0,130.0,230.0,96.8,15
2872,Unilateral Preacher Curl,F,36.0,63.23,Dumbbell,0,Muscle & Sculpting,Best3DeadliftKg,97.5,52.5,147.5,12.0,17
1335,Jog,F,36.0,63.23,Bodyweight,2,Bodyweight Fitness,Cardio_Core,97.5,52.5,147.5,0.0,12
1471,Lateral Raise (Machine),M,23.0,88.27,Machine,2,Bodybuilding,Best3DeadliftKg,187.5,142.5,215.0,43.3,10
2010,RP Overhead Triceps Extension,M,23.0,108.32,Dumbbell,2,Bodybuilding,Best3BenchKg,227.5,147.5,260.0,20.0,10
1471,Lateral Raise (Machine),M,22.0,80.92,Machine,2,Bodybuilding,Best3DeadliftKg,230.0,145.0,237.5,47.8,10
3008,Y Raise,M,23.0,88.27,Dumbbell,2,Bodybuilding,Best3BenchKg,187.5,142.5,215.0,18.0,10
932,Flat Chest Db Press,M,23.0,108.32,Dumbbell,1,Athletics,Best3DeadliftKg,227.5,147.5,260.0,102.0,12
889,Elevated Squats,F,37.0,65.3,Bodyweight,0,Bodybuilding,Best3SquatKg,107.5,67.5,127.5,0.0,12
2944,Weighted Hanging Oblique Knee Raise,F,24.0,58.1,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,110.0,57.5,115.0,3.1,17
2855,"Twisted ""T"" Planks",F,33.0,71.7,Bodyweight,2,Fitness,Cardio_Core,117.5,70.0,137.5,0.0,12
1178,Hill Sprint / Stairs Sprint,F,14.0,71.6,Bodyweight,2,Fitness,Cardio_Core,107.5,60.0,142.5,0.0,14
478,Cable Lateral Raise (Lengthened-Mid Position),F,14.0,73.9,Machine,0,Powerlifting,Best3DeadliftKg,65.0,52.5,145.0,33.1,5
1687,Muscle Up,M,29.0,87.1,Bodyweight,2,Bodybuilding,Best3DeadliftKg,192.5,150.0,242.5,33.9,10
1250,Incline Cable Curl,M,29.0,80.3,Machine,0,Muscle & Sculpting,Best3DeadliftKg,152.5,115.0,187.5,26.7,15
1546,Low Cable Fly,M,15.0,81.6,Machine,3,Powerbuilding,Best3BenchKg,102.5,60.0,117.5,13.6,8
1170,High Step Up,M,15.0,92.0,Bodyweight,2,Athletics,Best3SquatKg,125.0,75.0,157.5,13.2,12
1482,Lateral Shuffles 10 Yards,M,19.0,65.2,Bodyweight,2,Fitness,Best3DeadliftKg,157.5,110.0,160.0,15.4,12
2099,Reverse Hack Squat,M,21.0,96.16,Machine,0,Athletics,Best3SquatKg,292.5,192.5,285.0,177.3,12
2580,Snatch Deadlift,M,30.0,89.63,Barbell,2,Bodybuilding,Best3DeadliftKg,187.5,140.0,227.5,167.2,10
2853,Turkish Get-Ups,M,30.0,124.74,Dumbbell,0,Powerlifting,Best3DeadliftKg,237.5,182.5,245.0,42.0,3
434,Bulgarian Smith Squat,M,34.0,123.74,Machine,2,Bodybuilding,Best3SquatKg,260.0,200.0,302.5,209.3,10
2784,Tib Raises,M,18.0,130.09,Bodyweight,0,Powerlifting,Best3BenchKg,202.5,137.5,242.5,0.0,3
2263,Seated Calf Raise,M,21.0,93.17,Machine,2,Bodybuilding,Best3SquatKg,110.0,80.0,187.5,22.1,10
